ds,unique_id,y,no,loto
2005-04-27,N4,0,6208,numbers4
2005-04-28,N4,1,6212,numbers4
2005-04-29,N4,8,6216,numbers4
2005-05-02,N4,3,6220,numbers4
2005-05-03,N4,6,6224,numbers4
2005-05-04,N4,4,6228,numbers4
2005-05-05,N4,8,6232,numbers4
2005-05-06,N4,4,6236,numbers4
2005-05-09,N4,2,6240,numbers4
2005-05-10,N4,7,6244,numbers4
2005-05-11,N4,0,6248,numbers4
2005-05-12,N4,5,6252,numbers4
2005-05-13,N4,2,6256,numbers4
2005-05-16,N4,9,6260,numbers4
2005-05-17,N4,8,6264,numbers4
2005-05-18,N4,0,6268,numbers4
2005-05-19,N4,7,6272,numbers4
2005-05-20,N4,0,6276,numbers4
2005-05-23,N4,2,6280,numbers4
2005-05-24,N4,4,6284,numbers4
2005-05-25,N4,2,6288,numbers4
2005-05-26,N4,2,6292,numbers4
2005-05-27,N4,6,6296,numbers4
2005-05-30,N4,7,6300,numbers4
2005-05-31,N4,8,6304,numbers4
2005-06-01,N4,2,6308,numbers4
2005-06-02,N4,2,6312,numbers4
2005-06-03,N4,4,6316,numbers4
2005-06-06,N4,4,6320,numbers4
2005-06-07,N4,5,6324,numbers4
2005-06-08,N4,5,6328,numbers4
2005-06-09,N4,9,6332,numbers4
2005-06-10,N4,1,6336,numbers4
2005-06-13,N4,7,6340,numbers4
2005-06-14,N4,4,6344,numbers4
2005-06-15,N4,8,6348,numbers4
2005-06-16,N4,0,6352,numbers4
2005-06-17,N4,5,6356,numbers4
2005-06-20,N4,5,6360,numbers4
2005-06-21,N4,2,6364,numbers4
2005-06-22,N4,9,6368,numbers4
2005-06-23,N4,7,6372,numbers4
2005-06-24,N4,6,6376,numbers4
2005-06-27,N4,1,6380,numbers4
2005-06-28,N4,7,6384,numbers4
2005-06-29,N4,2,6388,numbers4
2005-06-30,N4,7,6392,numbers4
2005-07-01,N4,4,6396,numbers4
2005-07-04,N4,0,6400,numbers4
2005-07-05,N4,4,6404,numbers4
2005-07-06,N4,8,6408,numbers4
2005-07-07,N4,1,6412,numbers4
2005-07-08,N4,6,6416,numbers4
2005-07-11,N4,6,6420,numbers4
2005-07-12,N4,1,6424,numbers4
2005-07-13,N4,4,6428,numbers4
2005-07-14,N4,6,6432,numbers4
2005-07-15,N4,7,6436,numbers4
2005-07-18,N4,7,6440,numbers4
2005-07-19,N4,5,6444,numbers4
2005-07-20,N4,3,6448,numbers4
2005-07-21,N4,2,6452,numbers4
2005-07-22,N4,7,6456,numbers4
2005-07-25,N4,7,6460,numbers4
2005-07-26,N4,8,6464,numbers4
2005-07-27,N4,0,6468,numbers4
2005-07-28,N4,7,6472,numbers4
2005-07-29,N4,4,6476,numbers4
2005-08-01,N4,2,6480,numbers4
2005-08-02,N4,9,6484,numbers4
2005-08-03,N4,7,6488,numbers4
2005-08-04,N4,5,6492,numbers4
2005-08-05,N4,8,6496,numbers4
2005-08-08,N4,7,6500,numbers4
2005-08-09,N4,4,6504,numbers4
2005-08-10,N4,7,6508,numbers4
2005-08-11,N4,1,6512,numbers4
2005-08-12,N4,5,6516,numbers4
2005-08-15,N4,4,6520,numbers4
2005-08-16,N4,3,6524,numbers4
2005-08-17,N4,6,6528,numbers4
2005-08-18,N4,3,6532,numbers4
2005-08-19,N4,0,6536,numbers4
2005-08-22,N4,4,6540,numbers4
2005-08-23,N4,5,6544,numbers4
2005-08-24,N4,8,6548,numbers4
2005-08-25,N4,6,6552,numbers4
2005-08-26,N4,3,6556,numbers4
2005-08-29,N4,4,6560,numbers4
2005-08-30,N4,2,6564,numbers4
2005-08-31,N4,9,6568,numbers4
2005-09-01,N4,6,6572,numbers4
2005-09-02,N4,7,6576,numbers4
2005-09-05,N4,3,6580,numbers4
2005-09-06,N4,0,6584,numbers4
2005-09-07,N4,2,6588,numbers4
2005-09-08,N4,7,6592,numbers4
2005-09-09,N4,8,6596,numbers4
2005-09-12,N4,4,6600,numbers4
2005-09-13,N4,1,6604,numbers4
2005-09-14,N4,2,6608,numbers4
2005-09-15,N4,9,6612,numbers4
2005-09-16,N4,1,6616,numbers4
2005-09-19,N4,1,6620,numbers4
2005-09-20,N4,8,6624,numbers4
2005-09-21,N4,8,6628,numbers4
2005-09-22,N4,4,6632,numbers4
2005-09-23,N4,6,6636,numbers4
2005-09-26,N4,5,6640,numbers4
2005-09-27,N4,1,6644,numbers4
2005-09-28,N4,2,6648,numbers4
2005-09-29,N4,5,6652,numbers4
2005-09-30,N4,9,6656,numbers4
2005-10-03,N4,0,6660,numbers4
2005-10-04,N4,0,6664,numbers4
2005-10-05,N4,7,6668,numbers4
2005-10-06,N4,8,6672,numbers4
2005-10-07,N4,9,6676,numbers4
2005-10-10,N4,8,6680,numbers4
2005-10-11,N4,4,6684,numbers4
2005-10-12,N4,8,6688,numbers4
2005-10-13,N4,4,6692,numbers4
2005-10-14,N4,6,6696,numbers4
2005-10-17,N4,0,6700,numbers4
2005-10-18,N4,4,6704,numbers4
2005-10-19,N4,0,6708,numbers4
2005-10-20,N4,7,6712,numbers4
2005-10-21,N4,4,6716,numbers4
2005-10-24,N4,8,6720,numbers4
2005-10-25,N4,9,6724,numbers4
2005-10-26,N4,6,6728,numbers4
2005-10-27,N4,1,6732,numbers4
2005-10-28,N4,2,6736,numbers4
2005-10-31,N4,3,6740,numbers4
2005-11-01,N4,6,6744,numbers4
2005-11-02,N4,6,6748,numbers4
2005-11-03,N4,6,6752,numbers4
2005-11-04,N4,8,6756,numbers4
2005-11-07,N4,1,6760,numbers4
2005-11-08,N4,5,6764,numbers4
2005-11-09,N4,0,6768,numbers4
2005-11-10,N4,4,6772,numbers4
2005-11-11,N4,2,6776,numbers4
2005-11-14,N4,3,6780,numbers4
2005-11-15,N4,6,6784,numbers4
2005-11-16,N4,4,6788,numbers4
2005-11-17,N4,8,6792,numbers4
2005-11-18,N4,8,6796,numbers4
2005-11-21,N4,8,6800,numbers4
2005-11-22,N4,1,6804,numbers4
2005-11-23,N4,7,6808,numbers4
2005-11-24,N4,4,6812,numbers4
2005-11-25,N4,0,6816,numbers4
2005-11-28,N4,6,6820,numbers4
2005-11-29,N4,1,6824,numbers4
2005-11-30,N4,8,6828,numbers4
2005-12-01,N4,7,6832,numbers4
2005-12-02,N4,0,6836,numbers4
2005-12-05,N4,6,6840,numbers4
2005-12-06,N4,9,6844,numbers4
2005-12-07,N4,1,6848,numbers4
2005-12-08,N4,7,6852,numbers4
2005-12-09,N4,7,6856,numbers4
2005-12-12,N4,2,6860,numbers4
2005-12-13,N4,9,6864,numbers4
2005-12-14,N4,7,6868,numbers4
2005-12-15,N4,3,6872,numbers4
2005-12-16,N4,5,6876,numbers4
2005-12-19,N4,5,6880,numbers4
2005-12-20,N4,0,6884,numbers4
2005-12-21,N4,3,6888,numbers4
2005-12-22,N4,7,6892,numbers4
2005-12-23,N4,5,6896,numbers4
2005-12-26,N4,7,6900,numbers4
2005-12-27,N4,3,6904,numbers4
2005-12-28,N4,6,6908,numbers4
2005-12-29,N4,3,6912,numbers4
2005-12-30,N4,3,6916,numbers4
2006-01-04,N4,3,6920,numbers4
2006-01-05,N4,0,6924,numbers4
2006-01-06,N4,6,6928,numbers4
2006-01-09,N4,7,6932,numbers4
2006-01-10,N4,8,6936,numbers4
2006-01-11,N4,0,6940,numbers4
2006-01-12,N4,2,6944,numbers4
2006-01-13,N4,4,6948,numbers4
2006-01-16,N4,8,6952,numbers4
2006-01-17,N4,0,6956,numbers4
2006-01-18,N4,1,6960,numbers4
2006-01-19,N4,0,6964,numbers4
2006-01-20,N4,9,6968,numbers4
2006-01-23,N4,9,6972,numbers4
2006-01-24,N4,1,6976,numbers4
2006-01-25,N4,0,6980,numbers4
2006-01-26,N4,9,6984,numbers4
2006-01-27,N4,1,6988,numbers4
2006-01-30,N4,5,6992,numbers4
2006-01-31,N4,8,6996,numbers4
2006-02-01,N4,9,7000,numbers4
2006-02-02,N4,0,7004,numbers4
2006-02-03,N4,4,7008,numbers4
2006-02-06,N4,1,7012,numbers4
2006-02-07,N4,3,7016,numbers4
2006-02-08,N4,4,7020,numbers4
2006-02-09,N4,5,7024,numbers4
2006-02-10,N4,6,7028,numbers4
2006-02-13,N4,5,7032,numbers4
2006-02-14,N4,5,7036,numbers4
2006-02-15,N4,1,7040,numbers4
2006-02-16,N4,8,7044,numbers4
2006-02-17,N4,6,7048,numbers4
2006-02-20,N4,8,7052,numbers4
2006-02-21,N4,9,7056,numbers4
2006-02-22,N4,7,7060,numbers4
2006-02-23,N4,4,7064,numbers4
2006-02-24,N4,9,7068,numbers4
2006-02-27,N4,4,7072,numbers4
2006-02-28,N4,3,7076,numbers4
2006-03-01,N4,0,7080,numbers4
2006-03-02,N4,7,7084,numbers4
2006-03-03,N4,9,7088,numbers4
2006-03-06,N4,6,7092,numbers4
2006-03-07,N4,7,7096,numbers4
2006-03-08,N4,9,7100,numbers4
2006-03-09,N4,2,7104,numbers4
2006-03-10,N4,6,7108,numbers4
2006-03-13,N4,4,7112,numbers4
2006-03-14,N4,3,7116,numbers4
2006-03-15,N4,1,7120,numbers4
2006-03-16,N4,5,7124,numbers4
2006-03-17,N4,7,7128,numbers4
2006-03-20,N4,4,7132,numbers4
2006-03-21,N4,1,7136,numbers4
2006-03-22,N4,9,7140,numbers4
2006-03-23,N4,3,7144,numbers4
2006-03-24,N4,3,7148,numbers4
2006-03-27,N4,5,7152,numbers4
2006-03-28,N4,6,7156,numbers4
2006-03-29,N4,1,7160,numbers4
2006-03-30,N4,9,7164,numbers4
2006-03-31,N4,7,7168,numbers4
2006-04-03,N4,3,7172,numbers4
2006-04-04,N4,6,7176,numbers4
2006-04-05,N4,8,7180,numbers4
2006-04-06,N4,9,7184,numbers4
2006-04-07,N4,0,7188,numbers4
2006-04-10,N4,0,7192,numbers4
2006-04-11,N4,5,7196,numbers4
2006-04-12,N4,2,7200,numbers4
2006-04-13,N4,2,7204,numbers4
2006-04-14,N4,0,7208,numbers4
2006-04-17,N4,7,7212,numbers4
2006-04-18,N4,3,7216,numbers4
2006-04-19,N4,0,7220,numbers4
2006-04-20,N4,6,7224,numbers4
2006-04-21,N4,7,7228,numbers4
2006-04-24,N4,7,7232,numbers4
2006-04-25,N4,9,7236,numbers4
2006-04-26,N4,8,7240,numbers4
2006-04-27,N4,8,7244,numbers4
2006-04-28,N4,4,7248,numbers4
2006-05-01,N4,5,7252,numbers4
2006-05-02,N4,2,7256,numbers4
2006-05-03,N4,8,7260,numbers4
2006-05-04,N4,1,7264,numbers4
2006-05-05,N4,2,7268,numbers4
2006-05-08,N4,5,7272,numbers4
2006-05-09,N4,1,7276,numbers4
2006-05-10,N4,7,7280,numbers4
2006-05-11,N4,4,7284,numbers4
2006-05-12,N4,1,7288,numbers4
2006-05-15,N4,1,7292,numbers4
2006-05-16,N4,0,7296,numbers4
2006-05-17,N4,4,7300,numbers4
2006-05-18,N4,1,7304,numbers4
2006-05-19,N4,2,7308,numbers4
2006-05-22,N4,7,7312,numbers4
2006-05-23,N4,0,7316,numbers4
2006-05-24,N4,6,7320,numbers4
2006-05-25,N4,5,7324,numbers4
2006-05-26,N4,1,7328,numbers4
2006-05-29,N4,0,7332,numbers4
2006-05-30,N4,6,7336,numbers4
2006-05-31,N4,8,7340,numbers4
2006-06-01,N4,0,7344,numbers4
2006-06-02,N4,5,7348,numbers4
2006-06-05,N4,8,7352,numbers4
2006-06-06,N4,5,7356,numbers4
2006-06-07,N4,5,7360,numbers4
2006-06-08,N4,7,7364,numbers4
2006-06-09,N4,1,7368,numbers4
2006-06-12,N4,5,7372,numbers4
2006-06-13,N4,1,7376,numbers4
2006-06-14,N4,7,7380,numbers4
2006-06-15,N4,5,7384,numbers4
2006-06-16,N4,2,7388,numbers4
2006-06-19,N4,7,7392,numbers4
2006-06-20,N4,1,7396,numbers4
2006-06-21,N4,1,7400,numbers4
2006-06-22,N4,4,7404,numbers4
2006-06-23,N4,2,7408,numbers4
2006-06-26,N4,4,7412,numbers4
2006-06-27,N4,5,7416,numbers4
2006-06-28,N4,1,7420,numbers4
2006-06-29,N4,2,7424,numbers4
2006-06-30,N4,1,7428,numbers4
2006-07-03,N4,4,7432,numbers4
2006-07-04,N4,3,7436,numbers4
2006-07-05,N4,4,7440,numbers4
2006-07-06,N4,0,7444,numbers4
2006-07-07,N4,9,7448,numbers4
2006-07-10,N4,4,7452,numbers4
2006-07-11,N4,8,7456,numbers4
2006-07-12,N4,0,7460,numbers4
2006-07-13,N4,3,7464,numbers4
2006-07-14,N4,6,7468,numbers4
2006-07-17,N4,9,7472,numbers4
2006-07-18,N4,4,7476,numbers4
2006-07-19,N4,5,7480,numbers4
2006-07-20,N4,6,7484,numbers4
2006-07-21,N4,7,7488,numbers4
2006-07-24,N4,4,7492,numbers4
2006-07-25,N4,7,7496,numbers4
2006-07-26,N4,8,7500,numbers4
2006-07-27,N4,5,7504,numbers4
2006-07-28,N4,7,7508,numbers4
2006-07-31,N4,0,7512,numbers4
2006-08-01,N4,3,7516,numbers4
2006-08-02,N4,2,7520,numbers4
2006-08-03,N4,3,7524,numbers4
2006-08-04,N4,9,7528,numbers4
2006-08-07,N4,1,7532,numbers4
2006-08-08,N4,1,7536,numbers4
2006-08-09,N4,3,7540,numbers4
2006-08-10,N4,0,7544,numbers4
2006-08-11,N4,4,7548,numbers4
2006-08-14,N4,7,7552,numbers4
2006-08-15,N4,2,7556,numbers4
2006-08-16,N4,8,7560,numbers4
2006-08-17,N4,1,7564,numbers4
2006-08-18,N4,1,7568,numbers4
2006-08-21,N4,7,7572,numbers4
2006-08-22,N4,8,7576,numbers4
2006-08-23,N4,4,7580,numbers4
2006-08-24,N4,1,7584,numbers4
2006-08-25,N4,5,7588,numbers4
2006-08-28,N4,6,7592,numbers4
2006-08-29,N4,5,7596,numbers4
2006-08-30,N4,5,7600,numbers4
2006-08-31,N4,4,7604,numbers4
2006-09-01,N4,5,7608,numbers4
2006-09-04,N4,7,7612,numbers4
2006-09-05,N4,5,7616,numbers4
2006-09-06,N4,0,7620,numbers4
2006-09-07,N4,0,7624,numbers4
2006-09-08,N4,0,7628,numbers4
2006-09-11,N4,6,7632,numbers4
2006-09-12,N4,8,7636,numbers4
2006-09-13,N4,8,7640,numbers4
2006-09-14,N4,2,7644,numbers4
2006-09-15,N4,0,7648,numbers4
2006-09-18,N4,1,7652,numbers4
2006-09-19,N4,4,7656,numbers4
2006-09-20,N4,0,7660,numbers4
2006-09-21,N4,0,7664,numbers4
2006-09-22,N4,7,7668,numbers4
2006-09-25,N4,4,7672,numbers4
2006-09-26,N4,0,7676,numbers4
2006-09-27,N4,6,7680,numbers4
2006-09-28,N4,2,7684,numbers4
2006-09-29,N4,0,7688,numbers4
2006-10-02,N4,5,7692,numbers4
2006-10-03,N4,6,7696,numbers4
2006-10-04,N4,5,7700,numbers4
2006-10-05,N4,0,7704,numbers4
2006-10-06,N4,0,7708,numbers4
2006-10-09,N4,5,7712,numbers4
2006-10-10,N4,6,7716,numbers4
2006-10-11,N4,5,7720,numbers4
2006-10-12,N4,1,7724,numbers4
2006-10-13,N4,9,7728,numbers4
2006-10-16,N4,4,7732,numbers4
2006-10-17,N4,0,7736,numbers4
2006-10-18,N4,7,7740,numbers4
2006-10-19,N4,3,7744,numbers4
2006-10-20,N4,9,7748,numbers4
2006-10-23,N4,2,7752,numbers4
2006-10-24,N4,9,7756,numbers4
2006-10-25,N4,9,7760,numbers4
2006-10-26,N4,6,7764,numbers4
2006-10-27,N4,2,7768,numbers4
2006-10-30,N4,2,7772,numbers4
2006-10-31,N4,9,7776,numbers4
2006-11-01,N4,1,7780,numbers4
2006-11-02,N4,3,7784,numbers4
2006-11-03,N4,1,7788,numbers4
2006-11-06,N4,6,7792,numbers4
2006-11-07,N4,0,7796,numbers4
2006-11-08,N4,7,7800,numbers4
2006-11-09,N4,3,7804,numbers4
2006-11-10,N4,4,7808,numbers4
2006-11-13,N4,1,7812,numbers4
2006-11-14,N4,2,7816,numbers4
2006-11-15,N4,5,7820,numbers4
2006-11-16,N4,9,7824,numbers4
2006-11-17,N4,3,7828,numbers4
2006-11-20,N4,5,7832,numbers4
2006-11-21,N4,8,7836,numbers4
2006-11-22,N4,3,7840,numbers4
2006-11-23,N4,6,7844,numbers4
2006-11-24,N4,1,7848,numbers4
2006-11-27,N4,5,7852,numbers4
2006-11-28,N4,4,7856,numbers4
2006-11-29,N4,7,7860,numbers4
2006-11-30,N4,4,7864,numbers4
2006-12-01,N4,8,7868,numbers4
2006-12-04,N4,9,7872,numbers4
2006-12-05,N4,5,7876,numbers4
2006-12-06,N4,7,7880,numbers4
2006-12-07,N4,8,7884,numbers4
2006-12-08,N4,6,7888,numbers4
2006-12-11,N4,8,7892,numbers4
2006-12-12,N4,7,7896,numbers4
2006-12-13,N4,6,7900,numbers4
2006-12-14,N4,4,7904,numbers4
2006-12-15,N4,6,7908,numbers4
2006-12-18,N4,3,7912,numbers4
2006-12-19,N4,7,7916,numbers4
2006-12-20,N4,8,7920,numbers4
2006-12-21,N4,2,7924,numbers4
2006-12-22,N4,5,7928,numbers4
2006-12-25,N4,1,7932,numbers4
2006-12-26,N4,3,7936,numbers4
2006-12-27,N4,3,7940,numbers4
2006-12-28,N4,4,7944,numbers4
2006-12-29,N4,8,7948,numbers4
2007-01-04,N4,4,7952,numbers4
2007-01-05,N4,3,7956,numbers4
2007-01-08,N4,1,7960,numbers4
2007-01-09,N4,4,7964,numbers4
2007-01-10,N4,5,7968,numbers4
2007-01-11,N4,4,7972,numbers4
2007-01-12,N4,9,7976,numbers4
2007-01-15,N4,6,7980,numbers4
2007-01-16,N4,2,7984,numbers4
2007-01-17,N4,6,7988,numbers4
2007-01-18,N4,6,7992,numbers4
2007-01-19,N4,4,7996,numbers4
2007-01-22,N4,5,8000,numbers4
2007-01-23,N4,2,8004,numbers4
2007-01-24,N4,3,8008,numbers4
2007-01-25,N4,2,8012,numbers4
2007-01-26,N4,6,8016,numbers4
2007-01-29,N4,2,8020,numbers4
2007-01-30,N4,0,8024,numbers4
2007-01-31,N4,9,8028,numbers4
2007-02-01,N4,9,8032,numbers4
2007-02-02,N4,2,8036,numbers4
2007-02-05,N4,5,8040,numbers4
2007-02-06,N4,6,8044,numbers4
2007-02-07,N4,4,8048,numbers4
2007-02-08,N4,6,8052,numbers4
2007-02-09,N4,8,8056,numbers4
2007-02-12,N4,1,8060,numbers4
2007-02-13,N4,1,8064,numbers4
2007-02-14,N4,3,8068,numbers4
2007-02-15,N4,3,8072,numbers4
2007-02-16,N4,9,8076,numbers4
2007-02-19,N4,8,8080,numbers4
2007-02-20,N4,9,8084,numbers4
2007-02-21,N4,9,8088,numbers4
2007-02-22,N4,9,8092,numbers4
2007-02-23,N4,0,8096,numbers4
2007-02-26,N4,6,8100,numbers4
2007-02-27,N4,6,8104,numbers4
2007-02-28,N4,6,8108,numbers4
2007-03-01,N4,7,8112,numbers4
2007-03-02,N4,6,8116,numbers4
2007-03-05,N4,1,8120,numbers4
2007-03-06,N4,5,8124,numbers4
2007-03-07,N4,8,8128,numbers4
2007-03-08,N4,6,8132,numbers4
2007-03-09,N4,1,8136,numbers4
2007-03-12,N4,5,8140,numbers4
2007-03-13,N4,6,8144,numbers4
2007-03-14,N4,8,8148,numbers4
2007-03-15,N4,1,8152,numbers4
2007-03-16,N4,8,8156,numbers4
2007-03-19,N4,6,8160,numbers4
2007-03-20,N4,6,8164,numbers4
2007-03-21,N4,3,8168,numbers4
2007-03-22,N4,0,8172,numbers4
2007-03-23,N4,2,8176,numbers4
2007-03-26,N4,9,8180,numbers4
2007-03-27,N4,4,8184,numbers4
2007-03-28,N4,7,8188,numbers4
2007-03-29,N4,2,8192,numbers4
2007-03-30,N4,7,8196,numbers4
2007-04-02,N4,9,8200,numbers4
2007-04-03,N4,5,8204,numbers4
2007-04-04,N4,9,8208,numbers4
2007-04-05,N4,2,8212,numbers4
2007-04-06,N4,1,8216,numbers4
2007-04-09,N4,9,8220,numbers4
2007-04-10,N4,7,8224,numbers4
2007-04-11,N4,7,8228,numbers4
2007-04-12,N4,4,8232,numbers4
2007-04-13,N4,8,8236,numbers4
2007-04-16,N4,6,8240,numbers4
2007-04-17,N4,0,8244,numbers4
2007-04-18,N4,2,8248,numbers4
2007-04-19,N4,9,8252,numbers4
2007-04-20,N4,9,8256,numbers4
2007-04-23,N4,4,8260,numbers4
2007-04-24,N4,7,8264,numbers4
2007-04-25,N4,6,8268,numbers4
2007-04-26,N4,9,8272,numbers4
2007-04-27,N4,4,8276,numbers4
2007-04-30,N4,5,8280,numbers4
2007-05-01,N4,9,8284,numbers4
2007-05-02,N4,4,8288,numbers4
2007-05-03,N4,1,8292,numbers4
2007-05-04,N4,7,8296,numbers4
2007-05-07,N4,2,8300,numbers4
2007-05-08,N4,0,8304,numbers4
2007-05-09,N4,7,8308,numbers4
2007-05-10,N4,2,8312,numbers4
2007-05-11,N4,5,8316,numbers4
2007-05-14,N4,8,8320,numbers4
2007-05-15,N4,1,8324,numbers4
2007-05-16,N4,7,8328,numbers4
2007-05-17,N4,0,8332,numbers4
2007-05-18,N4,3,8336,numbers4
2007-05-21,N4,9,8340,numbers4
2007-05-22,N4,7,8344,numbers4
2007-05-23,N4,0,8348,numbers4
2007-05-24,N4,1,8352,numbers4
2007-05-25,N4,6,8356,numbers4
2007-05-28,N4,2,8360,numbers4
2007-05-29,N4,5,8364,numbers4
2007-05-30,N4,0,8368,numbers4
2007-05-31,N4,4,8372,numbers4
2007-06-01,N4,2,8376,numbers4
2007-06-04,N4,7,8380,numbers4
2007-06-05,N4,1,8384,numbers4
2007-06-06,N4,5,8388,numbers4
2007-06-07,N4,9,8392,numbers4
2007-06-08,N4,9,8396,numbers4
2007-06-11,N4,9,8400,numbers4
2007-06-12,N4,9,8404,numbers4
2007-06-13,N4,0,8408,numbers4
2007-06-14,N4,7,8412,numbers4
2007-06-15,N4,1,8416,numbers4
2007-06-18,N4,9,8420,numbers4
2007-06-19,N4,5,8424,numbers4
2007-06-20,N4,2,8428,numbers4
2007-06-21,N4,6,8432,numbers4
2007-06-22,N4,8,8436,numbers4
2007-06-25,N4,4,8440,numbers4
2007-06-26,N4,3,8444,numbers4
2007-06-27,N4,9,8448,numbers4
2007-06-28,N4,8,8452,numbers4
2007-06-29,N4,6,8456,numbers4
2007-07-02,N4,4,8460,numbers4
2007-07-03,N4,2,8464,numbers4
2007-07-04,N4,3,8468,numbers4
2007-07-05,N4,4,8472,numbers4
2007-07-06,N4,9,8476,numbers4
2007-07-09,N4,5,8480,numbers4
2007-07-10,N4,1,8484,numbers4
2007-07-11,N4,4,8488,numbers4
2007-07-12,N4,1,8492,numbers4
2007-07-13,N4,1,8496,numbers4
2007-07-16,N4,9,8500,numbers4
2007-07-17,N4,9,8504,numbers4
2007-07-18,N4,1,8508,numbers4
2007-07-19,N4,8,8512,numbers4
2007-07-20,N4,8,8516,numbers4
2007-07-23,N4,8,8520,numbers4
2007-07-24,N4,7,8524,numbers4
2007-07-25,N4,1,8528,numbers4
2007-07-26,N4,5,8532,numbers4
2007-07-27,N4,8,8536,numbers4
2007-07-30,N4,9,8540,numbers4
2007-07-31,N4,1,8544,numbers4
2007-08-01,N4,5,8548,numbers4
2007-08-02,N4,2,8552,numbers4
2007-08-03,N4,8,8556,numbers4
2007-08-06,N4,7,8560,numbers4
2007-08-07,N4,8,8564,numbers4
2007-08-08,N4,8,8568,numbers4
2007-08-09,N4,3,8572,numbers4
2007-08-10,N4,6,8576,numbers4
2007-08-13,N4,4,8580,numbers4
2007-08-14,N4,7,8584,numbers4
2007-08-15,N4,9,8588,numbers4
2007-08-16,N4,0,8592,numbers4
2007-08-17,N4,7,8596,numbers4
2007-08-20,N4,7,8600,numbers4
2007-08-21,N4,1,8604,numbers4
2007-08-22,N4,5,8608,numbers4
2007-08-23,N4,0,8612,numbers4
2007-08-24,N4,4,8616,numbers4
2007-08-27,N4,2,8620,numbers4
2007-08-28,N4,8,8624,numbers4
2007-08-29,N4,8,8628,numbers4
2007-08-30,N4,0,8632,numbers4
2007-08-31,N4,7,8636,numbers4
2007-09-03,N4,7,8640,numbers4
2007-09-04,N4,2,8644,numbers4
2007-09-05,N4,8,8648,numbers4
2007-09-06,N4,3,8652,numbers4
2007-09-07,N4,8,8656,numbers4
2007-09-10,N4,7,8660,numbers4
2007-09-11,N4,9,8664,numbers4
2007-09-12,N4,1,8668,numbers4
2007-09-13,N4,5,8672,numbers4
2007-09-14,N4,7,8676,numbers4
2007-09-17,N4,8,8680,numbers4
2007-09-18,N4,0,8684,numbers4
2007-09-19,N4,9,8688,numbers4
2007-09-20,N4,7,8692,numbers4
2007-09-21,N4,8,8696,numbers4
2007-09-24,N4,2,8700,numbers4
2007-09-25,N4,2,8704,numbers4
2007-09-26,N4,8,8708,numbers4
2007-09-27,N4,6,8712,numbers4
2007-09-28,N4,3,8716,numbers4
2007-10-01,N4,8,8720,numbers4
2007-10-02,N4,9,8724,numbers4
2007-10-03,N4,4,8728,numbers4
2007-10-04,N4,4,8732,numbers4
2007-10-05,N4,8,8736,numbers4
2007-10-08,N4,0,8740,numbers4
2007-10-09,N4,3,8744,numbers4
2007-10-10,N4,9,8748,numbers4
2007-10-11,N4,5,8752,numbers4
2007-10-12,N4,7,8756,numbers4
2007-10-15,N4,1,8760,numbers4
2007-10-16,N4,8,8764,numbers4
2007-10-17,N4,7,8768,numbers4
2007-10-18,N4,5,8772,numbers4
2007-10-19,N4,9,8776,numbers4
2007-10-22,N4,6,8780,numbers4
2007-10-23,N4,3,8784,numbers4
2007-10-24,N4,0,8788,numbers4
2007-10-25,N4,5,8792,numbers4
2007-10-26,N4,2,8796,numbers4
2007-10-29,N4,4,8800,numbers4
2007-10-30,N4,9,8804,numbers4
2007-10-31,N4,5,8808,numbers4
2007-11-01,N4,0,8812,numbers4
2007-11-02,N4,0,8816,numbers4
2007-11-05,N4,4,8820,numbers4
2007-11-06,N4,7,8824,numbers4
2007-11-07,N4,2,8828,numbers4
2007-11-08,N4,1,8832,numbers4
2007-11-09,N4,0,8836,numbers4
2007-11-12,N4,6,8840,numbers4
2007-11-13,N4,3,8844,numbers4
2007-11-14,N4,9,8848,numbers4
2007-11-15,N4,2,8852,numbers4
2007-11-16,N4,5,8856,numbers4
2007-11-19,N4,2,8860,numbers4
2007-11-20,N4,2,8864,numbers4
2007-11-21,N4,9,8868,numbers4
2007-11-22,N4,2,8872,numbers4
2007-11-23,N4,8,8876,numbers4
2007-11-26,N4,3,8880,numbers4
2007-11-27,N4,2,8884,numbers4
2007-11-28,N4,2,8888,numbers4
2007-11-29,N4,1,8892,numbers4
2007-11-30,N4,5,8896,numbers4
2007-12-03,N4,7,8900,numbers4
2007-12-04,N4,4,8904,numbers4
2007-12-05,N4,4,8908,numbers4
2007-12-06,N4,7,8912,numbers4
2007-12-07,N4,9,8916,numbers4
2007-12-10,N4,9,8920,numbers4
2007-12-11,N4,2,8924,numbers4
2007-12-12,N4,4,8928,numbers4
2007-12-13,N4,5,8932,numbers4
2007-12-14,N4,9,8936,numbers4
2007-12-17,N4,4,8940,numbers4
2007-12-18,N4,8,8944,numbers4
2007-12-19,N4,7,8948,numbers4
2007-12-20,N4,3,8952,numbers4
2007-12-21,N4,3,8956,numbers4
2007-12-24,N4,8,8960,numbers4
2007-12-25,N4,5,8964,numbers4
2007-12-26,N4,3,8968,numbers4
2007-12-27,N4,4,8972,numbers4
2007-12-28,N4,3,8976,numbers4
2008-01-04,N4,7,8980,numbers4
2008-01-07,N4,8,8984,numbers4
2008-01-08,N4,1,8988,numbers4
2008-01-09,N4,9,8992,numbers4
2008-01-10,N4,0,8996,numbers4
2008-01-11,N4,4,9000,numbers4
